id,title,author,genre,publisher,year,author_set,author_set_str,book_id,total_sold
19515,The Departed,Patience Kautzer,Fiction narrative,Heyday Books,2007,frozenset({'patience kautzer'}),patience kautzer,19515,19
19323,Left 4 Dead 2,"Darnell Lakin, Tandra Ebert",Science fiction,University of Nebraska Press,1980,"frozenset({'darnell lakin', 'tandra ebert'})","darnell lakin,tandra ebert",19323,18
19213,Touch of Evil,Asa Rogahn,Classic,Matthias Media,1905,frozenset({'asa rogahn'}),asa rogahn,19213,27
19562,Gran Torino,"Sam Langosh, Charlie Labadie LLD",Legend,Tachyon Publications,1983,"frozenset({'charlie labadie lld', 'sam langosh'})","charlie labadie lld,sam langosh",19562,31
19200,"Alone on a Wide, Wide Sea",Darwin Goodwin,Horror,Cengage Learning,2018,frozenset({'darwin goodwin'}),darwin goodwin,19200,22
19241,Clannad,"Lynn Leffler, Brady Mante",Speech,Simon & Schuster,2007,"frozenset({'lynn leffler', 'brady mante'})","brady mante,lynn leffler",19241,8
19353,A Clockwork Orange,Fr. Kacy Reilly,Fiction in verse,UCL Press,2006,frozenset({'fr. kacy reilly'}),fr. kacy reilly,19353,25
19184,All We Know Is Falling,Pres. Doug Donnelly,Textbook,Churchill Livingstone,1923,frozenset({'pres. doug donnelly'}),pres. doug donnelly,19184,19
18911,Jurassic Park,"Burl West, Lynna Kub, Merlin Nikolaus",Crime/Detective,Target Books,2005,"frozenset({'burl west', 'lynna kub', 'merlin nikolaus'})","burl west,lynna kub,merlin nikolaus",18911,30
18937,Call of Duty: Black Ops II,Leopoldo Rogahn,Classic,City Lights Publishers,2001,frozenset({'leopoldo rogahn'}),leopoldo rogahn,18937,21
19117,Double Indemnity,"Gov. Lovella Grimes, Boyd Schamberger",Mystery,Blue Ribbon Books,2026,"frozenset({'gov. lovella grimes', 'boyd schamberger'})","boyd schamberger,gov. lovella grimes",19117,18
19249,Tirra Lirra by the River,Lynwood Rau,Fiction in verse,Allen Ltd,2018,frozenset({'lynwood rau'}),lynwood rau,19249,15
19115,Songs About Jane,Miss Yong Wyman,Biography/Autobiography,Caister Academic Press,2009,frozenset({'miss yong wyman'}),miss yong wyman,19115,30
19259,The Apartment,Myung Boehm,Mythopoeia,Applewood Books,2007,frozenset({'myung boehm'}),myung boehm,19259,18
19063,Prisoners,"Denisha Cassin, Garfield Blick, Olin Windler",Mythopoeia,Harvard University Press,1990,"frozenset({'denisha cassin', 'garfield blick', 'olin windler'})","denisha cassin,garfield blick,olin windler",19063,28
18980,Pok̩mon Blue,Arlinda Huel,Tall tale,Book Works,1845,frozenset({'arlinda huel'}),arlinda huel,18980,36
18996,The Mirror Crack'd from Side to Side,Mr. Keenan Frami,Mystery,Haynes Manuals,1980,frozenset({'mr. keenan frami'}),mr. keenan frami,18996,16
19541,The Golden Bowl,Laverne Lemke,Folklore,Legend Books,1979,frozenset({'laverne lemke'}),laverne lemke,19541,30
19587,Pok̩mon Red,"Denisha Cassin, Garfield Blick, Olin Windler",Folklore,"Harry N. Abrams, Inc.",1988,"frozenset({'denisha cassin', 'garfield blick', 'olin windler'})","denisha cassin,garfield blick,olin windler",19587,22
18921,Halo 2,"Pres. Thanh Harber, Elliot Gerhold, Bette Berge Jr.",Fairy tale,Zondervan,1979,"frozenset({'pres. thanh harber', 'elliot gerhold', 'bette berge jr.'})","bette berge jr.,elliot gerhold,pres. thanh harber",18921,22
19327,God of War,Doyle Hahn II,Fiction narrative,Harvard University Press,1834,frozenset({'doyle hahn ii'}),doyle hahn ii,19327,16
19142,A Time of Gifts,"Fran Ritchie, Rebecca Torp",Crime/Detective,Carlton Books,1982,"frozenset({'fran ritchie', 'rebecca torp'})","fran ritchie,rebecca torp",19142,18
19325,Arms and the Man,"Collette Zieme Esq., Leone Ondricka IV",Humor,Borgo Press,2001,"frozenset({'collette zieme esq.', 'leone ondricka iv'})","collette zieme esq.,leone ondricka iv",19325,26
19044,I Know Why the Caged Bird Sings,Nichole Wiza,Crime/Detective,Bison Books,2005,frozenset({'nichole wiza'}),nichole wiza,19044,28
19379,Half-Life 2: Episode Two,Delma Crooks,Mythopoeia,Jaico Publishing House,2015,frozenset({'delma crooks'}),delma crooks,19379,35
19003,The Wizard of Oz,"Wilhemina Wehner DC, Augustina Conn",Folklore,NavPress,2019,"frozenset({'wilhemina wehner dc', 'augustina conn'})","augustina conn,wilhemina wehner dc",19003,18
18993,Bayonetta,"Erick Dooley I, Morton Medhurst, Maynard Bartoletti Ret.",Short story,"Harry N. Abrams, Inc.",2002,"frozenset({'maynard bartoletti ret.', 'morton medhurst', 'erick dooley i'})","erick dooley i,maynard bartoletti ret.,morton medhurst",18993,18
19156,Mass Effect 2,"Caroline Mayer, Everett Heller, Jayme Senger, Camelia Huels",Tall tale,Libertas Academica,2013,"frozenset({'camelia huels', 'everett heller', 'caroline mayer', 'jayme senger'})","camelia huels,caroline mayer,everett heller,jayme senger",19156,17
19380,Donnie Darko,Chet Runolfsdottir,Mythology,Voyager Books,2008,frozenset({'chet runolfsdottir'}),chet runolfsdottir,19380,27
19274,The General,"Iliana Nicolas, Rev. Justin MacGyver, Jim Renner, Zelma Rempel, Jerold Armstrong JD, Rev. Susanna Christiansen",Realistic fiction,Horizon Scientific Press,2000,"frozenset({'zelma rempel', 'rev. justin macgyver', 'iliana nicolas', 'jim renner', 'jerold armstrong jd', 'rev. susanna christiansen'})","iliana nicolas,jerold armstrong jd,jim renner,rev. justin macgyver,rev. susanna christiansen,zelma rempel",19274,17
19535,Metroid Prime 3: Corruption,"Kaci Skiles, Johnnie Hoeger, Tessa Pfeffer DC",Short story,BBC Books,2006,"frozenset({'kaci skiles', 'johnnie hoeger', 'tessa pfeffer dc'})","johnnie hoeger,kaci skiles,tessa pfeffer dc",19535,27
19164,Supernatural,Jesus Thompson,Historical fiction,Mandrake Press,2014,frozenset({'jesus thompson'}),jesus thompson,19164,22
18981,Fire Emblem Awakening,Raul Roob III,Short story,Harlequin Enterprises Ltd,2001,frozenset({'raul roob iii'}),raul roob iii,18981,26
19456,Hands All Over,Clarence Gulgowski,Folklore,Shoemaker & Hoard Publishers,2004,frozenset({'clarence gulgowski'}),clarence gulgowski,19456,35
18860,Call of Duty: Black Ops 4,Maxwell Bogan Jr.,Suspense/Thriller,Candlewick Press,1999,frozenset({'maxwell bogan jr.'}),maxwell bogan jr.,18860,20
19526,Fear and Trembling,Rosaura West,Science fiction,Eel Pie Publishing,1911,frozenset({'rosaura west'}),rosaura west,19526,26
19153,The Far-Distant Oxus,Hyacinth Shields IV,Essay,George Routledge & Sons,2002,frozenset({'hyacinth shields iv'}),hyacinth shields iv,19153,19
19539,Heat,Stasia Hoppe,Fantasy,Edupedia Publications,2014,frozenset({'stasia hoppe'}),stasia hoppe,19539,27
19018,In a Dry Season,"Msgr. Rory Kirlin, Thurman Bruen",Mythology,HarperCollins,2002,"frozenset({'msgr. rory kirlin', 'thurman bruen'})","msgr. rory kirlin,thurman bruen",19018,19
18934,Hitman: Absolution,Lynn Runte,Suspense/Thriller,Kensington Books,2013,frozenset({'lynn runte'}),lynn runte,18934,22
19253,Slippery When Wet,Asa Rogahn,Tall tale,Lethe Press,1993,frozenset({'asa rogahn'}),asa rogahn,19253,22
19496,Wii Music,Asa Rogahn,Horror,HarperPrism,2008,frozenset({'asa rogahn'}),asa rogahn,19496,23
18875,When the Green Woods Laugh,Prof. Jason Breitenberg,Narrative nonfiction,Book League of America,2010,frozenset({'prof. jason breitenberg'}),prof. jason breitenberg,18875,23
19384,Sleeping Dogs,"Alex Ledner, Tyson Treutel, Numbers Howell DDS",Fable,Haynes Manuals,2005,"frozenset({'alex ledner', 'tyson treutel', 'numbers howell dds'})","alex ledner,numbers howell dds,tyson treutel",19384,21
19209,Finding Nemo,Pres. Mathilda Lebsack,Horror,Anvil Press Poetry,2018,frozenset({'pres. mathilda lebsack'}),pres. mathilda lebsack,19209,14
18912,Whiplash,Antoine Mosciski,Legend,Library of America,2011,frozenset({'antoine mosciski'}),antoine mosciski,18912,13
18959,Lawrence of Arabia,"Tod Kris, Jenni Kautzer",Realistic fiction,Hodder Headline,2005,"frozenset({'tod kris', 'jenni kautzer'})","jenni kautzer,tod kris",18959,14
18990,Recalled to Life,Samara Cassin,Fiction narrative,Peace Hill Press,1976,frozenset({'samara cassin'}),samara cassin,18990,29
19445,Pok̩mon Black 2,Kari Wiegand,Fable,Focal Press,2003,frozenset({'kari wiegand'}),kari wiegand,19445,32
19268,Vertigo,Pinkie Kutch,Horror,Blackie and Son Limited,1967,frozenset({'pinkie kutch'}),pinkie kutch,19268,28
19112,Braveheart,Roberta Swift,Realistic fiction,Belknap Press,1985,frozenset({'roberta swift'}),roberta swift,19112,33
19000,Little Hands Clapping,Alina Oberbrunner,Realistic fiction,Kogan Page,2015,frozenset({'alina oberbrunner'}),alina oberbrunner,19000,17
19255,Persona,"Fr. Shirley Jones, Rosaura West",Folklore,University of Chicago Press,1979,"frozenset({'rosaura west', 'fr. shirley jones'})","fr. shirley jones,rosaura west",19255,21
19004,BioShock,"Eleanor Stark, Reynalda Conn, Sung Lindgren",Fiction narrative,University of Michigan Press,1839,"frozenset({'sung lindgren', 'eleanor stark', 'reynalda conn'})","eleanor stark,reynalda conn,sung lindgren",19004,20
19124,Fight Club,Prof. Jeff Batz,Science fiction,T & T Clark,1981,frozenset({'prof. jeff batz'}),prof. jeff batz,19124,15
18898,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,T & T Clark,2002,"frozenset({'maynard bartoletti ret.', 'morton medhurst', 'erick dooley i'})","erick dooley i,maynard bartoletti ret.,morton medhurst",18898,23
18908,Vertigo,Pinkie Kutch,Horror,Mandrake Press,1982,frozenset({'pinkie kutch'}),pinkie kutch,18908,26
19387,The Sign,"Andre Ebert, Sen. Andera Beer",Fairy tale,Applewood Books,1995,"frozenset({'sen. andera beer', 'andre ebert'})","andre ebert,sen. andera beer",19387,27
18876,For Whom the Bell Tolls,Stephan Cassin,Mythology,Blackstaff Press,1995,frozenset({'stephan cassin'}),stephan cassin,18876,13
18861,Kirby's Adventure,"Ursula O'Connell, Terica Sanford",Folklore,Hachette Book Group USA,2022,"frozenset({""ursula o'connell"", 'terica sanford'})","terica sanford,ursula o'connell",18861,19
19447,A Handful of Dust,"The Hon. Mac Thiel, Sonia Hauck",Historical fiction,Leaf Books,2024,"frozenset({'sonia hauck', 'the hon. mac thiel'})","sonia hauck,the hon. mac thiel",19447,22
19083,Pok̩mon Y,"Agustin Stanton III, Keneth Crist",Mythopoeia,ECW Press,1983,"frozenset({'agustin stanton iii', 'keneth crist'})","agustin stanton iii,keneth crist",19083,28
19116,Super Meat Boy,"Stacy Quitzon, Ocie Barton, Matthew Stark",Legend,Bantam Spectra,1835,"frozenset({'stacy quitzon', 'ocie barton', 'matthew stark'})","matthew stark,ocie barton,stacy quitzon",19116,24
19295,The Shawshank Redemption,Collette Zieme Esq.,Fantasy,FabJob,1981,frozenset({'collette zieme esq.'}),collette zieme esq.,19295,25
18973,"HIStory: Past, Present and Future, Book I","Crysta Armstrong, Salvador D'Amore",Speech,University of Nebraska Press,1991,"frozenset({""salvador d'amore"", 'crysta armstrong'})","crysta armstrong,salvador d'amore",18973,23
18974,Animal Crossing,Elfrieda Grant,Narrative nonfiction,Allen Ltd,1948,frozenset({'elfrieda grant'}),elfrieda grant,18974,21
19201,The Green Bay Tree,"Mui Upton DC, Audrea Reynolds",Reference book,Darakwon Press,2013,"frozenset({'mui upton dc', 'audrea reynolds'})","audrea reynolds,mui upton dc",19201,22
19189,The Stars' Tennis Balls,Efren Bayer V,Science fiction,Victor Gollancz Ltd,1987,frozenset({'efren bayer v'}),efren bayer v,19189,15
19214,F.E.A.R.,Sadye Romaguera,Textbook,Nauka,1994,frozenset({'sadye romaguera'}),sadye romaguera,19214,13
18870,The Terminator,Bert Daugherty,Historical fiction,Tachyon Publications,2012,frozenset({'bert daugherty'}),bert daugherty,18870,16
19565,Groundhog Day,Nadene Gorczany,Historical fiction,Addison-Wesley,1990,frozenset({'nadene gorczany'}),nadene gorczany,19565,15
19453,The Thing,"Rocio Cremin, Lawerence Collins",Mystery,Firebrand Books,2026,"frozenset({'rocio cremin', 'lawerence collins'})","lawerence collins,rocio cremin",19453,20
18906,Fame Is the Spur,Joline Nitzsche CPA,Narrative nonfiction,Blackie and Son Limited,1979,frozenset({'joline nitzsche cpa'}),joline nitzsche cpa,18906,16
18859,Pok̩mon Omega Ruby,"Deanne Cummerata, Aldo White",Metafiction,Emerald Group Publishing,2009,"frozenset({'aldo white', 'deanne cummerata'})","aldo white,deanne cummerata",18859,36
19403,Of Human Bondage,Cassi Herman,Folklore,Parragon,1978,frozenset({'cassi herman'}),cassi herman,19403,22
19311,To Sail Beyond the Sunset,Sen. Justin Haley,Historical fiction,Martinus Nijhoff Publishers,1992,frozenset({'sen. justin haley'}),sen. justin haley,19311,20
19502,Puyo Puyo Tetris,"Msgr. Frances Fritsch, Broderick Lebsack, Rudy Wisozk, Elijah Bernhard",Fantasy,Jaico Publishing House,1991,"frozenset({'rudy wisozk', 'elijah bernhard', 'broderick lebsack', 'msgr. frances fritsch'})","broderick lebsack,elijah bernhard,msgr. frances fritsch,rudy wisozk",19502,31
19466,Banjo-Kazooie: Grunty's Revenge,Thurman Bruen,Realistic fiction,Etruscan Press,1985,frozenset({'thurman bruen'}),thurman bruen,19466,20
19324,Dota 2,Sonia Hauck,Humor,Daedalus Publishing,2007,frozenset({'sonia hauck'}),sonia hauck,19324,15
19458,Highway Blossoms,Antoine Mosciski,Fanfiction,Harvard University Press,1869,frozenset({'antoine mosciski'}),antoine mosciski,19458,24
19022,A Time to Kill,"Bette Berge Jr., Elliot Gerhold, Pres. Thanh Harber",Humor,Dedalus Books,1991,"frozenset({'pres. thanh harber', 'elliot gerhold', 'bette berge jr.'})","bette berge jr.,elliot gerhold,pres. thanh harber",19022,19
19590,Pok̩mon Sun,Pres. Mathilda Lebsack,Fairy tale,NavPress,1982,frozenset({'pres. mathilda lebsack'}),pres. mathilda lebsack,19590,21
19002,Taxi Driver,Birgit Ryan Sr.,Comic/Graphic Novel,University of California Press,2000,frozenset({'birgit ryan sr.'}),birgit ryan sr.,19002,18
19032,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,Leafwood Publishers,2025,"frozenset({'maynard bartoletti ret.', 'morton medhurst', 'erick dooley i'})","erick dooley i,maynard bartoletti ret.,morton medhurst",19032,34
19373,In the Name of the Father,Evelyne Predovic,Science fiction,Imperial War Museum,1986,frozenset({'evelyne predovic'}),evelyne predovic,19373,23
19499,Bastion,Msgr. Doyle Koch,Historical fiction,Unfinished Monument Press,2026,frozenset({'msgr. doyle koch'}),msgr. doyle koch,19499,25
19127,The Grand Budapest Hotel,Zackary Kassulke,Mythology,Academic Press,1996,frozenset({'zackary kassulke'}),zackary kassulke,19127,15
19012,Team Fortress 2,Bruna Skiles,Fiction narrative,Holland Park Press,1976,frozenset({'bruna skiles'}),bruna skiles,19012,29
18854,Brandy of the Damned,"Annalee Johnson, Verlie Gislason, Quinn Bechtelar",Folklore,Oberon Books,1996,"frozenset({'quinn bechtelar', 'annalee johnson', 'verlie gislason'})","annalee johnson,quinn bechtelar,verlie gislason",18854,30
19340,Dog Day Afternoon,Tod Kris,Classic,Random House,1981,frozenset({'tod kris'}),tod kris,19340,12
18976,Cinema Paradiso,Pres. Doug Donnelly,Fable,Oberon Books,0,frozenset({'pres. doug donnelly'}),pres. doug donnelly,18976,23
18905,Mr. Smith Goes to Washington,Rickey Green,Fiction narrative,Reed Elsevier,1983,frozenset({'rickey green'}),rickey green,18905,24
19130,Pok̩mon Black,Bert Daugherty,Mythopoeia,Hackett Publishing Company,1991,frozenset({'bert daugherty'}),bert daugherty,19130,19
19137,Star Wars: Episode V - The Empire Strikes Back,"Tyson Treutel, Numbers Howell DDS",Reference book,George Routledge & Sons,1993,"frozenset({'tyson treutel', 'numbers howell dds'})","numbers howell dds,tyson treutel",19137,14
19084,Blue Remembered Earth,Kimber Wolff,Metafiction,Etruscan Press,2005,frozenset({'kimber wolff'}),kimber wolff,19084,21
19342,Have His Carcase,Yuri O'Reilly,Fairy tale,Breslov Research Institute,1983,"frozenset({""yuri o'reilly""})",yuri o'reilly,19342,21
19250,Raging Bull,Lyda Terry,Horror,Newnes,2025,frozenset({'lyda terry'}),lyda terry,19250,25
19347,Command & Conquer 3: Tiberium Wars,Delma Crooks,Essay,BBC Books,1989,frozenset({'delma crooks'}),delma crooks,19347,16
18948,Dwarf Fortress,"Amb. Deon Herman, Gerda Torphy, Vincenza Jerde",Narrative nonfiction,Cisco Press,2010,"frozenset({'gerda torphy', 'vincenza jerde', 'amb. deon herman'})","amb. deon herman,gerda torphy,vincenza jerde",18948,23
19285,Grave of the Fireflies,"Delmy Blanda, Arden Crooks, Huey Grady",Humor,Lion Hudson,1988,"frozenset({'huey grady', 'delmy blanda', 'arden crooks'})","arden crooks,delmy blanda,huey grady",19285,22
18850,Toy Story 3,Joan Quigley,Fable,Verso Books,2021,frozenset({'joan quigley'}),joan quigley,18850,30
19318,Just Cause 2,"Milton Graham, Son Mueller",Historical fiction,Shire Books,0,"frozenset({'milton graham', 'son mueller'})","milton graham,son mueller",19318,19
19396,The Man Within,Shane Homenick Sr.,Short story,St. Martin's Press,2022,frozenset({'shane homenick sr.'}),shane homenick sr.,19396,18
19216,Civilization III,Audra Wehner Jr.,Mystery,Verso Books,1976,frozenset({'audra wehner jr.'}),audra wehner jr.,19216,27
18962,Inside Out,Rickey Green,Folklore,Manor House Publishing,2025,frozenset({'rickey green'}),rickey green,18962,24
18903,Citizen Kane,Karin Gerlach,Realistic fiction,Left Book Club,2017,frozenset({'karin gerlach'}),karin gerlach,18903,17
19222,Sunrise: A Song of Two Humans,"Garfield Blick, Olin Windler, Denisha Cassin",Suspense/Thriller,Cloverdale Corporation,1977,"frozenset({'garfield blick', 'olin windler', 'denisha cassin'})","denisha cassin,garfield blick,olin windler",19222,13
19086,Alien,Lean Daugherty,Humor,Marshall Pickering,1984,frozenset({'lean daugherty'}),lean daugherty,19086,16
19206,Doom,Pres. Sean Raynor,Short story,Darakwon Press,1993,frozenset({'pres. sean raynor'}),pres. sean raynor,19206,20
19310,True Blue,"Thanh Prohaska, Fr. Kacy Reilly",Narrative nonfiction,Blue Ribbon Books,1982,"frozenset({'fr. kacy reilly', 'thanh prohaska'})","fr. kacy reilly,thanh prohaska",19310,17
19332,The Wealth of Nations,Doretta Schuppe,Historical fiction,Taunton Press,2025,frozenset({'doretta schuppe'}),doretta schuppe,19332,18
18883,Crysis,Alfonzo Hilpert,Textbook,Hodder & Stoughton,1987,frozenset({'alfonzo hilpert'}),alfonzo hilpert,18883,25
19354,The Lord of the Rings: The Return of the King,Donn Jaskolski,Fable,Mandrake Press,2000,frozenset({'donn jaskolski'}),donn jaskolski,19354,21
19139,Spirited Away,"Andra Reilly, Tabetha Fisher",Classic,Nauka,1998,"frozenset({'tabetha fisher', 'andra reilly'})","andra reilly,tabetha fisher",19139,24
18944,Counter-Strike: Source,Arlinda Huel,Humor,Voyager Books,1984,frozenset({'arlinda huel'}),arlinda huel,18944,36
19077,Rush,"Lynn Leffler, Brady Mante",Fiction narrative,Pathfinder Press,1987,"frozenset({'lynn leffler', 'brady mante'})","brady mante,lynn leffler",19077,22
19134,Indiana Jones and the Last Crusade,"The Hon. Mac Thiel, Sonia Hauck",Fiction in verse,Vintage Books at Random House,2021,"frozenset({'sonia hauck', 'the hon. mac thiel'})","sonia hauck,the hon. mac thiel",19134,32
18868,Bayonetta 2,"Thanh Prohaska, Fr. Kacy Reilly",Classic,University of Chicago Press,1981,"frozenset({'fr. kacy reilly', 'thanh prohaska'})","fr. kacy reilly,thanh prohaska",18868,27
18891,Grease: The Original Soundtrack from the Motion Picture,Del Kautzer,Fantasy,ECW Press,1983,frozenset({'del kautzer'}),del kautzer,18891,24
19144,Born in the U.S.A.,"Kellie Kirlin, Derek Doyle",Textbook,Unfinished Monument Press,1925,"frozenset({'derek doyle', 'kellie kirlin'})","derek doyle,kellie kirlin",19144,19
18945,Pok̩mon Ultra Sun,Patricia Lueilwitz,Essay,Harvest House,1983,frozenset({'patricia lueilwitz'}),patricia lueilwitz,18945,35
18933,The Treasure of the Sierra Madre,"Son Mueller, Milton Graham",Metafiction,New Directions Publishing,1977,"frozenset({'milton graham', 'son mueller'})","milton graham,son mueller",18933,16
19572,Postern of Fate,Chante Stamm,Fiction in verse,Zed Books,-,frozenset({'chante stamm'}),chante stamm,19572,14
19392,The Daffodil Sky,"Randal Ortiz, Brandon Kling",Humor,Mandrake of Oxford,2012,"frozenset({'brandon kling', 'randal ortiz'})","brandon kling,randal ortiz",19392,21
19441,Ring of Bright Water,Felix Rice IV,Short story,Simon & Schuster,1973,frozenset({'felix rice iv'}),felix rice iv,19441,22
19155,An Acceptable Time,"Buddy Ward, Benedict Stark, Thu Lesch",Fable,Book Works,1984,"frozenset({'benedict stark', 'thu lesch', 'buddy ward'})","benedict stark,buddy ward,thu lesch",19155,27
19345,Pok̩mon Blue,Arlinda Huel,Tall tale,Newnes,1824,frozenset({'arlinda huel'}),arlinda huel,19345,41
19233,Halo: Reach,"Sondra O'Reilly, Jeffrey Cassin",Fable,Bloodaxe Books,2026,"frozenset({""sondra o'reilly"", 'jeffrey cassin'})","jeffrey cassin,sondra o'reilly",19233,13
18856,Call of Duty: Black Ops III,Chantelle McLaughlin,Fable,Taunton Press,2002,frozenset({'chantelle mclaughlin'}),chantelle mclaughlin,18856,27
18963,Look to Windward,Dominic Jones,Essay,E. P. Dutton,2015,frozenset({'dominic jones'}),dominic jones,18963,21
19486,Ricochet,"Solange Marks, Donn Jaskolski",Speech,Anvil Press Poetry,2002,"frozenset({'solange marks', 'donn jaskolski'})","donn jaskolski,solange marks",19486,24
19162,Day of Defeat,Jeffrey Cassin,Humor,Banner of Truth Trust,2016,frozenset({'jeffrey cassin'}),jeffrey cassin,19162,21
19484,Some Buried Caesar,Odessa Hartmann,Fable,Holt McDougal,1983,frozenset({'odessa hartmann'}),odessa hartmann,19484,18
19288,Nectar in a Sieve,"Salvador D'Amore, Crysta Armstrong",Fiction narrative,George Routledge & Sons,1982,"frozenset({""salvador d'amore"", 'crysta armstrong'})","crysta armstrong,salvador d'amore",19288,23
19386,The Curious Incident of the Dog in the Night-Time,Mrs. Serafina Mohr,Suspense/Thriller,O'Reilly Media,1981,frozenset({'mrs. serafina mohr'}),mrs. serafina mohr,19386,13
19362,Music Box,Mrs. Serafina Mohr,Western,Mandrake Press,2016,frozenset({'mrs. serafina mohr'}),mrs. serafina mohr,19362,20
